tipo,arquivo_local,pagina_origem,caminho_setorial,rotulo,legenda_ia,sha256,bytes
marcador-overlay,04_orgaos-e-sistemas/05_sistema-respirator/03_intrapulmonary-pas/03_sistema-respirator/04_alveoli/08_alveoli-8/imagens/marcadores/O.R.I.R.A.08-5-ping.png,https://digitalhistology.org/organs-systems/respiratory/intrapulmonary-passageways/respiratory/alveoli/alveoli-8/,Órgãos e Sistemas > Sistema Respiratório > Intrapulmonary Passageways > Sistema Respiratório > Alveoli > Alveoli 8,Type II cells,"Camada transparente de anotacao da pagina 'Alveolar macrophage'. Deve ser sobreposta, sem redimensionamento independente, a 'One-fix-FIXING-LIGHT.jpg'. Destaca a estrutura ou conceito 'Type II cells' por setas, contornos ou marcadores coloridos (incluindo vermelho quando presente). Explicacao original: An alveolar macrophage is seen lying in the lumen of an alveolus, adjacent to the interalveolar septum. Abundant phagocytosed material is visible in its cytoplasm. The attenuated cytoplasm of the type I cells lines the interalveolar septum with its numerous capillaries. Septal cells can be identified by the vacuolated secretory granules in their cytoplasm. These granules contain lipoprotein that serves as a surfactant. 5000x. Contexto setorial: Órgãos e Sistemas > Sistema Respiratório > Intrapulmonary Passageways > Sistema Respiratório > Alveoli > Alveoli 8. Origem: Digital Histology, https://digitalhistology.org/organs-systems/respiratory/intrapulmonary-passageways/respiratory/alveoli/alveoli-8/, acesso em 2026-08-07.",284ec261b4badc0d018acb169932861053cba4eae08c58af9f7a694c7a98268c,24794
marcador-overlay,04_orgaos-e-sistemas/05_sistema-respirator/03_intrapulmonary-pas/03_sistema-respirator/04_alveoli/08_alveoli-8/imagens/marcadores/O.R.I.R.A.08-6-ping.png,https://digitalhistology.org/organs-systems/respiratory/intrapulmonary-passageways/respiratory/alveoli/alveoli-8/,Órgãos e Sistemas > Sistema Respiratório > Intrapulmonary Passageways > Sistema Respiratório > Alveoli > Alveoli 8,Capillaries,"Camada transparente de anotacao da pagina 'Alveolar macrophage'. Deve ser sobreposta, sem redimensionamento independente, a 'One-fix-FIXING-LIGHT.jpg'. Destaca a estrutura ou conceito 'Capillaries' por setas, contornos ou marcadores coloridos (incluindo vermelho quando presente). Explicacao original: An alveolar macrophage is seen lying in the lumen of an alveolus, adjacent to the interalveolar septum. Abundant phagocytosed material is visible in its cytoplasm. The attenuated cytoplasm of the type I cells lines the interalveolar septum with its numerous capillaries. Septal cells can be identified by the vacuolated secretory granules in their cytoplasm. These granules contain lipoprotein that serves as a surfactant. 5000x. Contexto setorial: Órgãos e Sistemas > Sistema Respiratório > Intrapulmonary Passageways > Sistema Respiratório > Alveoli > Alveoli 8. Origem: Digital Histology, https://digitalhistology.org/organs-systems/respiratory/intrapulmonary-passageways/respiratory/alveoli/alveoli-8/, acesso em 2026-08-07.",97e864152b2689fe75c3a56798b21eb15cfdf0d111f5e73c52ed17718be19601,21197
marcador-overlay,04_orgaos-e-sistemas/05_sistema-respirator/03_intrapulmonary-pas/03_sistema-respirator/04_alveoli/08_alveoli-8/imagens/marcadores/O.R.I.R.A.08-7-ping.png,https://digitalhistology.org/organs-systems/respiratory/intrapulmonary-passageways/respiratory/alveoli/alveoli-8/,Órgãos e Sistemas > Sistema Respiratório > Intrapulmonary Passageways > Sistema Respiratório > Alveoli > Alveoli 8,Endothelial nuclei,"Camada transparente de anotacao da pagina 'Alveolar macrophage'. Deve ser sobreposta, sem redimensionamento independente, a 'One-fix-FIXING-LIGHT.jpg'. Destaca a estrutura ou conceito 'Endothelial nuclei' por setas, contornos ou marcadores coloridos (incluindo vermelho quando presente). Explicacao original: An alveolar macrophage is seen lying in the lumen of an alveolus, adjacent to the interalveolar septum. Abundant phagocytosed material is visible in its cytoplasm. The attenuated cytoplasm of the type I cells lines the interalveolar septum with its numerous capillaries. Septal cells can be identified by the vacuolated secretory granules in their cytoplasm. These granules contain lipoprotein that serves as a surfactant. 5000x. Contexto setorial: Órgãos e Sistemas > Sistema Respiratório > Intrapulmonary Passageways > Sistema Respiratório > Alveoli > Alveoli 8. Origem: Digital Histology, https://digitalhistology.org/organs-systems/respiratory/intrapulmonary-passageways/respiratory/alveoli/alveoli-8/, acesso em 2026-08-07.",3bca30dc4c823e77809bb3935a2d318dc85c4d5af43203082ccdb0eed22dfe17,16456
marcador-overlay,04_orgaos-e-sistemas/05_sistema-respirator/03_intrapulmonary-pas/03_sistema-respirator/04_alveoli/08_alveoli-8/imagens/marcadores/O.R.I.R.A.08-8-ping.png,https://digitalhistology.org/organs-systems/respiratory/intrapulmonary-passageways/respiratory/alveoli/alveoli-8/,Órgãos e Sistemas > Sistema Respiratório > Intrapulmonary Passageways > Sistema Respiratório > Alveoli > Alveoli 8,Air-blood barrier,"Camada transparente de anotacao da pagina 'Alveolar macrophage'. Deve ser sobreposta, sem redimensionamento independente, a 'One-fix-FIXING-LIGHT.jpg'. Destaca a estrutura ou conceito 'Air-blood barrier' por setas, contornos ou marcadores coloridos (incluindo vermelho quando presente). Explicacao original: The tissue separating the blood from inspired air forms the air-blood barrier and has two portions, thin (red arrows) and thick (blue arrows). Most of the gas exchange occurs in the thin portions, which consists of the endothelium, type I cell and their fused basal laminae. Thick portions, which contain intervening connective tissue cells and fibers, provide support and fluid clearance.. Contexto setorial: Órgãos e Sistemas > Sistema Respiratório > Intrapulmonary Passageways > Sistema Respiratório > Alveoli > Alveoli 8. Origem: Digital Histology, https://digitalhistology.org/organs-systems/respiratory/intrapulmonary-passageways/respiratory/alveoli/alveoli-8/, acesso em 2026-08-07.",7595ad31192424fb3a84081e5dd8908f8f96fd316a2d7a5f5ad041d8ca1cca5b,28502
imagem-base,04_orgaos-e-sistemas/07_sistema-urinario/04_excretory-passagew/05_excretory-passagew/imagens/base/Or.Ur_.UB-3.jpg,https://digitalhistology.org/organs-systems/urinary/ureter-and-bladder/excretory-passageways-5/,Órgãos e Sistemas > Sistema Urinário > Excretory passageways > Excretory passageways 5,,"Imagem-base educacional de histologia da pagina 'Urinary bladder', no setor Órgãos e Sistemas > Sistema Urinário > Excretory passageways > Excretory passageways 5. Descricao original da pagina: The bladder is lined by transitional epithelium. The underlying lamina is composed of a thinner, highly cellular portion adjacent to the epithelium and a thicker region of dense connective tissue closer to muscularis externa. The muscularis externa is composed of three ill-defined layers of smooth muscle (inner and outer longitudinal and middle circular layers). An adventitia is present beyond the muscularis externa. 100x. Este arquivo nao contem os marcadores interativos; use as camadas PNG relacionadas para localizar estruturas. Origem: Digital Histology, https://digitalhistology.org/organs-systems/urinary/ureter-and-bladder/excretory-passageways-5/, acesso em 2026-08-07.",27f371cddaf8ad4fc30a2ada99290b2183eb93f6113572c0da1c9cf1d110eff7,1752963
marcador-overlay,04_orgaos-e-sistemas/07_sistema-urinario/04_excretory-passagew/05_excretory-passagew/imagens/marcadores/Or.Ur_.UB-3-2-ping.png,https://digitalhistology.org/organs-systems/urinary/ureter-and-bladder/excretory-passageways-5/,Órgãos e Sistemas > Sistema Urinário > Excretory passageways > Excretory passageways 5,Lumen,"Camada transparente de anotacao da pagina 'Urinary bladder'. Deve ser sobreposta, sem redimensionamento independente, a 'Or.Ur_.UB-3.jpg'. Destaca a estrutura ou conceito 'Lumen' por setas, contornos ou marcadores coloridos (incluindo vermelho quando presente). Explicacao original: The bladder is lined by transitional epithelium. The underlying lamina is composed of a thinner, highly cellular portion adjacent to the epithelium and a thicker region of dense connective tissue closer to muscularis externa. The muscularis externa is composed of three ill-defined layers of smooth muscle (inner and outer longitudinal and middle circular layers). An adventitia is present beyond the muscularis externa. 100x. Contexto setorial: Órgãos e Sistemas > Sistema Urinário > Excretory passageways > Excretory passageways 5. Origem: Digital Histology, https://digitalhistology.org/organs-systems/urinary/ureter-and-bladder/excretory-passageways-5/, acesso em 2026-08-07.",fcebaa1836849b086ae576409705880c8038cb2bc33bce2979c17b52c7afb923,15037
marcador-overlay,04_orgaos-e-sistemas/07_sistema-urinario/04_excretory-passagew/05_excretory-passagew/imagens/marcadores/Or.Ur_.UB-3-1-ping.png,https://digitalhistology.org/organs-systems/urinary/ureter-and-bladder/excretory-passageways-5/,Órgãos e Sistemas > Sistema Urinário > Excretory passageways > Excretory passageways 5,Transitional epithelium,"Camada transparente de anotacao da pagina 'Urinary bladder'. Deve ser sobreposta, sem redimensionamento independente, a 'Or.Ur_.UB-3.jpg'. Destaca a estrutura ou conceito 'Transitional epithelium' por setas, contornos ou marcadores coloridos (incluindo vermelho quando presente). Explicacao original: The bladder is lined by transitional epithelium. The underlying lamina is composed of a thinner, highly cellular portion adjacent to the epithelium and a thicker region of dense connective tissue closer to muscularis externa. The muscularis externa is composed of three ill-defined layers of smooth muscle (inner and outer longitudinal and middle circular layers). An adventitia is present beyond the muscularis externa. 100x. Contexto setorial: Órgãos e Sistemas > Sistema Urinário > Excretory passageways > Excretory passageways 5. Origem: Digital Histology, https://digitalhistology.org/organs-systems/urinary/ureter-and-bladder/excretory-passageways-5/, acesso em 2026-08-07.",443fa4b2fab4fc6bf01c48b89cad7c576220502edf014b8a62602a66ca92ed20,16478
marcador-overlay,04_orgaos-e-sistemas/07_sistema-urinario/04_excretory-passagew/05_excretory-passagew/imagens/marcadores/Or.Ur_.UB-3-3-ping.png,https://digitalhistology.org/organs-systems/urinary/ureter-and-bladder/excretory-passageways-5/,Órgãos e Sistemas > Sistema Urinário > Excretory passageways > Excretory passageways 5,Lamina propria,"Camada transparente de anotacao da pagina 'Urinary bladder'. Deve ser sobreposta, sem redimensionamento independente, a 'Or.Ur_.UB-3.jpg'. Destaca a estrutura ou conceito 'Lamina propria' por setas, contornos ou marcadores coloridos (incluindo vermelho quando presente). Explicacao original: The bladder is lined by transitional epithelium. The underlying lamina is composed of a thinner, highly cellular portion adjacent to the epithelium and a thicker region of dense connective tissue closer to muscularis externa. The muscularis externa is composed of three ill-defined layers of smooth muscle (inner and outer longitudinal and middle circular layers). An adventitia is present beyond the muscularis externa. 100x. Contexto setorial: Órgãos e Sistemas > Sistema Urinário > Excretory passageways > Excretory passageways 5. Origem: Digital Histology, https://digitalhistology.org/organs-systems/urinary/ureter-and-bladder/excretory-passageways-5/, acesso em 2026-08-07.",d27aef3c56ccd400dbb79701e9be4f7fc39811c92c383eed70791c5f6e611c33,13692
marcador-overlay,04_orgaos-e-sistemas/07_sistema-urinario/04_excretory-passagew/05_excretory-passagew/imagens/marcadores/Or.Ur_.UB-3-4-ping.png,https://digitalhistology.org/organs-systems/urinary/ureter-and-bladder/excretory-passageways-5/,Órgãos e Sistemas > Sistema Urinário > Excretory passageways > Excretory passageways 5,Muscularis externa,"Camada transparente de anotacao da pagina 'Urinary bladder'. Deve ser sobreposta, sem redimensionamento independente, a 'Or.Ur_.UB-3.jpg'. Destaca a estrutura ou conceito 'Muscularis externa' por setas, contornos ou marcadores coloridos (incluindo vermelho quando presente). Explicacao original: The bladder is lined by transitional epithelium. The underlying lamina is composed of a thinner, highly cellular portion adjacent to the epithelium and a thicker region of dense connective tissue closer to muscularis externa. The muscularis externa is composed of three ill-defined layers of smooth muscle (inner and outer longitudinal and middle circular layers). An adventitia is present beyond the muscularis externa. 100x. Contexto setorial: Órgãos e Sistemas > Sistema Urinário > Excretory passageways > Excretory passageways 5. Origem: Digital Histology, https://digitalhistology.org/organs-systems/urinary/ureter-and-bladder/excretory-passageways-5/, acesso em 2026-08-07.",dc8e88d42bd2f56a337e2104f24c30ef15eb9ea55e4a47fda2d5fc0a15644aec,19499
marcador-overlay,04_orgaos-e-sistemas/07_sistema-urinario/04_excretory-passagew/05_excretory-passagew/imagens/marcadores/Or.Ur_.UB-3-5-ping.png,https://digitalhistology.org/organs-systems/urinary/ureter-and-bladder/excretory-passageways-5/,Órgãos e Sistemas > Sistema Urinário > Excretory passageways > Excretory passageways 5,Adventitia/serosa,"Camada transparente de anotacao da pagina 'Urinary bladder'. Deve ser sobreposta, sem redimensionamento independente, a 'Or.Ur_.UB-3.jpg'. Destaca a estrutura ou conceito 'Adventitia/serosa' por setas, contornos ou marcadores coloridos (incluindo vermelho quando presente). Explicacao original: The fibrous adventitia contains adipose tissue, blood vessels and nerves. The superior and lateral portions of the bladder are covered by reflections of the peritoneum, forming a serosa, as present here.. Contexto setorial: Órgãos e Sistemas > Sistema Urinário > Excretory passageways > Excretory passageways 5. Origem: Digital Histology, https://digitalhistology.org/organs-systems/urinary/ureter-and-bladder/excretory-passageways-5/, acesso em 2026-08-07.",f4ee4e2b31ef7701541712063d08030c97694b11fa486eb73d8af402b21591f1,17645
imagem-base,02_celulas/03_divisao-celular/01_mitose/02_light-micrographs/01_mitosis-light-micr/imagens/base/Interphase-mockup.jpg,https://digitalhistology.org/cells/cell-division/mitosis/light-micrographs/mitosis-light-micrographs-1/,Células > Divisão Celular > Mitose > Light Micrographs > Mitosis light micrographs 1,,"Imagem-base educacional de histologia da pagina 'Interphase', no setor Células > Divisão Celular > Mitose > Light Micrographs > Mitosis light micrographs 1. Descricao original da pagina: These images show cells during interphase which is the longest phase of the cell cycle and accounts for the period of time when the cell is not in mitosis. Chromatin is dispersed and the nuclear envelope is present. During interphase, the cell passes through G1, S and G2 phases, leading to mitosis. Whitefish blastula 1500x. Este arquivo nao contem os marcadores interativos; use as camadas PNG relacionadas para localizar estruturas. Origem: Digital Histology, https://digitalhistology.org/cells/cell-division/mitosis/light-micrographs/mitosis-light-micrographs-1/, acesso em 2026-08-07.",95d51475a40d3dd01839b3d27f5239006c1e1888ea98eb0e0ed670ea9cb9eba6,773407
marcador-overlay,02_celulas/03_divisao-celular/01_mitose/02_light-micrographs/01_mitosis-light-micr/imagens/marcadores/C.CD_.Mit_.LM-1-1-ping.png,https://digitalhistology.org/cells/cell-division/mitosis/light-micrographs/mitosis-light-micrographs-1/,Células > Divisão Celular > Mitose > Light Micrographs > Mitosis light micrographs 1,Interphase nuclei,"Camada transparente de anotacao da pagina 'Interphase'. Deve ser sobreposta, sem redimensionamento independente, a 'Interphase-mockup.jpg'. Destaca a estrutura ou conceito 'Interphase nuclei' por setas, contornos ou marcadores coloridos (incluindo vermelho quando presente). Explicacao original: These images show cells during interphase which is the longest phase of the cell cycle and accounts for the period of time when the cell is not in mitosis. Chromatin is dispersed and the nuclear envelope is present. During interphase, the cell passes through G1, S and G2 phases, leading to mitosis. Whitefish blastula 1500x. Contexto setorial: Células > Divisão Celular > Mitose > Light Micrographs > Mitosis light micrographs 1. Origem: Digital Histology, https://digitalhistology.org/cells/cell-division/mitosis/light-micrographs/mitosis-light-micrographs-1/, acesso em 2026-08-07.",092672f1abb0ec53160b7b26677ee8e61f604f9d092417ef1f90be6f33ac1243,21443
marcador-overlay,02_celulas/03_divisao-celular/01_mitose/02_light-micrographs/01_mitosis-light-micr/imagens/marcadores/C.CD_.Mit_.LM-1-2-ping.png,https://digitalhistology.org/cells/cell-division/mitosis/light-micrographs/mitosis-light-micrographs-1/,Células > Divisão Celular > Mitose > Light Micrographs > Mitosis light micrographs 1,Cell membranes,"Camada transparente de anotacao da pagina 'Interphase'. Deve ser sobreposta, sem redimensionamento independente, a 'Interphase-mockup.jpg'. Destaca a estrutura ou conceito 'Cell membranes' por setas, contornos ou marcadores coloridos (incluindo vermelho quando presente). Explicacao original: These images show cells during interphase which is the longest phase of the cell cycle and accounts for the period of time when the cell is not in mitosis. Chromatin is dispersed and the nuclear envelope is present. During interphase, the cell passes through G1, S and G2 phases, leading to mitosis. Whitefish blastula 1500x. Contexto setorial: Células > Divisão Celular > Mitose > Light Micrographs > Mitosis light micrographs 1. Origem: Digital Histology, https://digitalhistology.org/cells/cell-division/mitosis/light-micrographs/mitosis-light-micrographs-1/, acesso em 2026-08-07.",38fa5b402424c7eb1783c9157c0df5b446e09d866d424cb398a69120b5ba377a,22028
imagem-base,02_celulas/03_divisao-celular/01_mitose/02_light-micrographs/02_mitosis-light-micr/imagens/base/C.CD_.Mit_.LM-1-new-fix.jpg,https://digitalhistology.org/cells/cell-division/mitosis/light-micrographs/mitosis-light-micrographs-2/,Células > Divisão Celular > Mitose > Light Micrographs > Mitosis light micrographs 2,,"Imagem-base educacional de histologia da pagina 'Prophase', no setor Células > Divisão Celular > Mitose > Light Micrographs > Mitosis light micrographs 2. Descricao original da pagina: Prophase is the initial phase of mitosis. This series of images shows the progression of prophase stages. Whitefish blastula, 1500x. Este arquivo nao contem os marcadores interativos; use as camadas PNG relacionadas para localizar estruturas. Origem: Digital Histology, https://digitalhistology.org/cells/cell-division/mitosis/light-micrographs/mitosis-light-micrographs-2/, acesso em 2026-08-07.",8ff1b51a5204adf17171f1e4cb58b68a3c53b5dc1074157562ddccfb5d3e4c93,878652
marcador-overlay,02_celulas/03_divisao-celular/01_mitose/02_light-micrographs/02_mitosis-light-micr/imagens/marcadores/C.CD_.Mit_.LM-1-1-ping-1.png,https://digitalhistology.org/cells/cell-division/mitosis/light-micrographs/mitosis-light-micrographs-2/,Células > Divisão Celular > Mitose > Light Micrographs > Mitosis light micrographs 2,Early prophase,"Camada transparente de anotacao da pagina 'Prophase'. Deve ser sobreposta, sem redimensionamento independente, a 'C.CD_.Mit_.LM-1-new-fix.jpg'. Destaca a estrutura ou conceito 'Early prophase' por setas, contornos ou marcadores coloridos (incluindo vermelho quando presente). Explicacao original: During early prophase, the chromatin is beginning to condense into chromosomes (black arrows) and the nuclear envelope is mostly complete, though evidence of dissolution is present (blue arrows). Also, centrosome migration to opposite poles of the nucleus begins during this phase.. Contexto setorial: Células > Divisão Celular > Mitose > Light Micrographs > Mitosis light micrographs 2. Origem: Digital Histology, https://digitalhistology.org/cells/cell-division/mitosis/light-micrographs/mitosis-light-micrographs-2/, acesso em 2026-08-07.",286f9c0561a9c193e5fd80b1370e587479df7e1eac0372b353bafb235051714e,21602
marcador-overlay,02_celulas/03_divisao-celular/01_mitose/02_light-micrographs/02_mitosis-light-micr/imagens/marcadores/C.CD_.Mit_.LM-2-2-ping.png,https://digitalhistology.org/cells/cell-division/mitosis/light-micrographs/mitosis-light-micrographs-2/,Células > Divisão Celular > Mitose > Light Micrographs > Mitosis light micrographs 2,Mid-prophase,"Camada transparente de anotacao da pagina 'Prophase'. Deve ser sobreposta, sem redimensionamento independente, a 'C.CD_.Mit_.LM-1-new-fix.jpg'. Destaca a estrutura ou conceito 'Mid-prophase' por setas, contornos ou marcadores coloridos (incluindo vermelho quando presente). Explicacao original: By mid-prophase, the replicated chromosomes are clearly evident (black arrows) and demonstrate greater basophilia due to the chromatin condensation. Dissolution of the nuclear envelope is nearly complete, though in some regions, evidence of its presence is visible (blue arrow). Contexto setorial: Células > Divisão Celular > Mitose > Light Micrographs > Mitosis light micrographs 2. Origem: Digital Histology, https://digitalhistology.org/cells/cell-division/mitosis/light-micrographs/mitosis-light-micrographs-2/, acesso em 2026-08-07.",9668980f26146322364ff26efefe5ee0a93a1fab45382d87d53aab70dd9b5b2d,18028
marcador-overlay,02_celulas/03_divisao-celular/01_mitose/02_light-micrographs/02_mitosis-light-micr/imagens/marcadores/C.CD_.Mit_.LM-2-3-ping.png,https://digitalhistology.org/cells/cell-division/mitosis/light-micrographs/mitosis-light-micrographs-2/,Células > Divisão Celular > Mitose > Light Micrographs > Mitosis light micrographs 2,Late prophase,"Camada transparente de anotacao da pagina 'Prophase'. Deve ser sobreposta, sem redimensionamento independente, a 'C.CD_.Mit_.LM-1-new-fix.jpg'. Destaca a estrutura ou conceito 'Late prophase' por setas, contornos ou marcadores coloridos (incluindo vermelho quando presente). Explicacao original: By late prophase, the chromosomes are fully condensed (black arrows) and the nuclear envelope has completely disappeared. Though not visible in this image, centrosome migration is complete and mitotic spindle formation has begun.. Contexto setorial: Células > Divisão Celular > Mitose > Light Micrographs > Mitosis light micrographs 2. Origem: Digital Histology, https://digitalhistology.org/cells/cell-division/mitosis/light-micrographs/mitosis-light-micrographs-2/, acesso em 2026-08-07.",668a1da28ad38ce79dac8b3f41ba37f88fd3defa3ee29f3156ca158e56ab0a21,19282
imagem-base,01_histologia-basica/01_preparacao-do-teci/01_tissue-preparation/imagens/base/HB-TP-1.jpg,https://digitalhistology.org/histology-basics/tissue-preparation/tissue-1/,Histologia Básica > Preparação do Tecido > Tissue preparation 1,,"Imagem-base educacional de histologia da pagina 'Tissue preparation - Overview', no setor Histologia Básica > Preparação do Tecido > Tissue preparation 1. Descricao original da pagina: The preparation of biological tissues for microscopic study requires a series of steps diagrammed in this image.. Este arquivo nao contem os marcadores interativos; use as camadas PNG relacionadas para localizar estruturas. Origem: Digital Histology, https://digitalhistology.org/histology-basics/tissue-preparation/tissue-1/, acesso em 2026-08-07.",c833b2e5dce6cd842ccc85cb0a1ec26128d67b6dabfccbef5fb35b30f5a56ab4,219067
marcador-overlay,01_histologia-basica/01_preparacao-do-teci/01_tissue-preparation/imagens/marcadores/HB-TP-1-1-1-ping.png,https://digitalhistology.org/histology-basics/tissue-preparation/tissue-1/,Histologia Básica > Preparação do Tecido > Tissue preparation 1,Fixation,"Camada transparente de anotacao da pagina 'Tissue preparation - Overview'. Deve ser sobreposta, sem redimensionamento independente, a 'HB-TP-1.jpg'. Destaca a estrutura ou conceito 'Fixation' por setas, contornos ou marcadores coloridos (incluindo vermelho quando presente). Explicacao original: The first step in the preparation of a tissue or organ sample is chemical fixation. The goal of fixation is to preserve cell and tissue structure in a state that resembles that in the living state. The process of fixation prevents autolysis (self-digestion) by hydrolytic enzymes and provides rigidity by either cross-linking or denaturing protein molecules. The most commonly used fixative is formaldehyde.. Contexto setorial: Histologia Básica > Preparação do Tecido > Tissue preparation 1. Origem: Digital Histology, https://digitalhistology.org/histology-basics/tissue-preparation/tissue-1/, acesso em 2026-08-07.",610811d89afa2c2f1d8d5a940872c3bb6dc5c61f10ca89c48eb1a899ac6e6900,13617
marcador-overlay,01_histologia-basica/01_preparacao-do-teci/01_tissue-preparation/imagens/marcadores/HB-TP-1-1-2-ping.png,https://digitalhistology.org/histology-basics/tissue-preparation/tissue-1/,Histologia Básica > Preparação do Tecido > Tissue preparation 1,Embedding,"Camada transparente de anotacao da pagina 'Tissue preparation - Overview'. Deve ser sobreposta, sem redimensionamento independente, a 'HB-TP-1.jpg'. Destaca a estrutura ou conceito 'Embedding' por setas, contornos ou marcadores coloridos (incluindo vermelho quando presente). Explicacao original: The second step is embedding, which involves the infiltration of tissue spaces with a medium that will provide support during subsequent sectioning. The most commonly used embedding media are paraffin wax and epoxy plastics. The embedded tissue along with the medium is called the tissue block.. Contexto setorial: Histologia Básica > Preparação do Tecido > Tissue preparation 1. Origem: Digital Histology, https://digitalhistology.org/histology-basics/tissue-preparation/tissue-1/, acesso em 2026-08-07.",df18ce77682560ba71da51ab79cb4ba6cad07538ac6f08c47b33907bad4f47b0,13601
marcador-overlay,01_histologia-basica/01_preparacao-do-teci/01_tissue-preparation/imagens/marcadores/HB-TP-1-1-3-ping.png,https://digitalhistology.org/histology-basics/tissue-preparation/tissue-1/,Histologia Básica > Preparação do Tecido > Tissue preparation 1,Sectioning,"Camada transparente de anotacao da pagina 'Tissue preparation - Overview'. Deve ser sobreposta, sem redimensionamento independente, a 'HB-TP-1.jpg'. Destaca a estrutura ou conceito 'Sectioning' por setas, contornos ou marcadores coloridos (incluindo vermelho quando presente). Explicacao original: The third step is sectioning, which produces tissue slices sufficiently thin to allow transmission of the illumination source through the section. For light microscopy (LM), the illumination is white light; for electron microscopy (EM), the illumination is a beam of electrons. Tissue is sectioned on a microtome and sections are collected either on glass slides (LM) or mesh grids (EM). Paraffin sections for LM range from 5 to 20 microns in thickness; epoxy sections for EM range from 30 to 60 nanometers in thickness.. Contexto setorial: Histologia Básica > Preparação do Tecido > Tissue preparation 1. Origem: Digital Histology, https://digitalhistology.org/histology-basics/tissue-preparation/tissue-1/, acesso em 2026-08-07.",f654921134deb9dc595d5daf4979f32266ba538603cc216643881bb4133b2e3f,13608
marcador-overlay,01_histologia-basica/01_preparacao-do-teci/01_tissue-preparation/imagens/marcadores/HB-TP-1-1-4-ping.png,https://digitalhistology.org/histology-basics/tissue-preparation/tissue-1/,Histologia Básica > Preparação do Tecido > Tissue preparation 1,Staining,"Camada transparente de anotacao da pagina 'Tissue preparation - Overview'. Deve ser sobreposta, sem redimensionamento independente, a 'HB-TP-1.jpg'. Destaca a estrutura ou conceito 'Staining' por setas, contornos ou marcadores coloridos (incluindo vermelho quando presente). Explicacao original: The fourth step is staining, which provides contrast and differentiation of the tissue structures. For LM, a variety of colored dyes are used that differentially absorb wavelengths in the white light used for illumination. For EM, heavy metals, e.g., lead, are used to block the path of electrons as they pass through the tissue, resulting black and white images only.. Contexto setorial: Histologia Básica > Preparação do Tecido > Tissue preparation 1. Origem: Digital Histology, https://digitalhistology.org/histology-basics/tissue-preparation/tissue-1/, acesso em 2026-08-07.",94e8419a7c8c59ffa33d179928b9d26f080e8c9323ae710cfb3b133f9d26d078,13631
imagem-base,02_celulas/03_divisao-celular/01_mitose/02_light-micrographs/03_mitosis-light-micr/imagens/base/C.CD_.Mit_.LM-3-newA.jpg,https://digitalhistology.org/cells/cell-division/mitosis/light-micrographs/mitosis-light-micrographs-3/,Células > Divisão Celular > Mitose > Light Micrographs > Mitosis light micrographs 3,,"Imagem-base educacional de histologia da pagina 'Prophase', no setor Células > Divisão Celular > Mitose > Light Micrographs > Mitosis light micrographs 3. Descricao original da pagina: Two cells in prophase are present among the interphase cells in this image from the basal layer of the esophageal epithelium. Chromosomes are condensed in these cells and their nucleoli and nuclear envelopes are absent. Esophagus, 1000x. Este arquivo nao contem os marcadores interativos; use as camadas PNG relacionadas para localizar estruturas. Origem: Digital Histology, https://digitalhistology.org/cells/cell-division/mitosis/light-micrographs/mitosis-light-micrographs-3/, acesso em 2026-08-07.",7112621f4da2fd4cc8dce1567b61e8afbe37ba47a8f9ea9f3e12764e17670d3d,738006
marcador-overlay,02_celulas/03_divisao-celular/01_mitose/02_light-micrographs/03_mitosis-light-micr/imagens/marcadores/C.CD_.Mit_.LM-3-1-ping.png,https://digitalhistology.org/cells/cell-division/mitosis/light-micrographs/mitosis-light-micrographs-3/,Células > Divisão Celular > Mitose > Light Micrographs > Mitosis light micrographs 3,Prophase cells,"Camada transparente de anotacao da pagina 'Prophase'. Deve ser sobreposta, sem redimensionamento independente, a 'C.CD_.Mit_.LM-3-newA.jpg'. Destaca a estrutura ou conceito 'Prophase cells' por setas, contornos ou marcadores coloridos (incluindo vermelho quando presente). Explicacao original: Two cells in prophase are present among the interphase cells in this image from the basal layer of the esophageal epithelium. Chromosomes are condensed in these cells and their nucleoli and nuclear envelopes are absent. Esophagus, 1000x. Contexto setorial: Células > Divisão Celular > Mitose > Light Micrographs > Mitosis light micrographs 3. Origem: Digital Histology, https://digitalhistology.org/cells/cell-division/mitosis/light-micrographs/mitosis-light-micrographs-3/, acesso em 2026-08-07.",6c0fd120516e246b41b914b31dd21b29540e6523fa34bedf1e3e7be5778d3c5d,33158
